#,Class,Status,Time
'1','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:34:08.091739'
'2','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:34:24.165034'
'3','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:34:40.397253'
'4','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:34:58.031548'
'5','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:35:58.831536'
'6','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:36:14.825321'
'7','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:36:31.164442'
'8','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:36:48.746782'
'9','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:37:49.597891'
'10','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:38:05.557381'
'11','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:38:21.816912'
'12','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:38:39.519661'
'13','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:39:40.330522'
'14','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:39:56.452295'
'15','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:40:12.580892'
'16','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:40:30.291840'
'17','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:41:31.075539'
'18','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:41:47.205017'
'19','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:42:05.758041'
'20','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:42:21.031269'
'21','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:43:21.833453'
'22','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:43:38.094875'
'23','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:43:56.468400'
'24','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:44:11.783097'
'25','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:45:12.564055'
'26','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:45:28.717876'
'27','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:45:47.093240'
'28','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:46:02.462893'
'29','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:47:03.313570'
'30','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:47:19.415486'
'31','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:47:37.797663'
'32','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:47:53.213217'
'33','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:48:53.951726'
'34','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:49:10.133060'
'35','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:49:28.613464'
'36','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:49:43.959740'
'37','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:50:44.714587'
'38','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:51:00.849446'
'39','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:51:19.391310'
'40','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:51:34.904114'
'41','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:52:35.462842'
'42','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:52:51.626834'
'43','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:53:10.107156'
'44','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:53:25.653193'
'45','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:54:26.360748'
'46','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:54:42.376363'
'47','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:55:00.835155'
'48','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:55:16.326179'
'49','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:56:17.178417'
'50','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:56:33.150198'
'51','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:56:51.643160'
'52','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:57:07.063275'
'53','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:58:07.884697'
'54','Yoga Tone 2' by 'Una',FULL,'2022-09-08 11:58:23.893559'
'55','Counter Flow 1' by 'Marcus',FULL,'2022-09-08 11:58:42.341368'
'56','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-08 11:58:57.813364'
'57','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-08 11:59:58.602839'
'58','Yoga Tone 2' by 'Una',FULL,'2022-09-08 12:00:14.526590'
