#,Class,Status,Time
'1','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 21:25:53.111102'
'16','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 21:46:07.163936'
'31','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 22:06:22.781794'
'46','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 22:26:33.412571'
'61','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 22:46:43.839475'
'76','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 23:06:54.348321'
'91','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 23:27:04.805503'
'106','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-25 23:47:15.037530'
'121','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 00:07:25.442458'
'136','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 00:27:35.873498'
'151','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 00:47:52.253367'
'166','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 01:08:16.573892'
'181','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 01:28:26.971437'
'196','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 01:48:37.442128'
'211','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 02:08:47.923660'
'226','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 02:28:58.289105'
'241','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 02:49:08.911500'
'256','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 03:09:19.372407'
'271','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 03:29:29.925874'
'286','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 03:49:40.320641'
'301','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 04:09:50.853964'
'316','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 04:30:01.406895'
'331','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 04:50:12.005721'
'346','Hot Yoga 熱瑜珈' by 'Ethan Lee',FULL,'2021-04-26 05:10:22.493049'
