#,Class,Status,Time
'1','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:29:01.332638'
'2','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:29:15.299184'
'3','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:29:29.331831'
'4','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:30:51.933180'
'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:31:05.934391'
'6','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:31:19.958015'
'7','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:32:42.545895'
'8','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:32:56.542390'
'9','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:33:10.552860'
'10','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:34:33.173322'
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:34:47.160005'
'12','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:35:01.227875'
'13','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:36:23.810031'
'14','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:36:37.791670'
'15','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:36:51.819309'
'16','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:38:14.463771'
'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:38:28.394057'
'18','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:38:43.016167'
'19','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:40:05.065049'
'20','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:40:19.025916'
'21','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:40:33.628493'
'22','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:41:55.697897'
'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:42:09.679821'
'24','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:42:24.250292'
'25','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:43:46.298124'
'26','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:44:00.444367'
'27','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:44:14.843938'
'28','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:45:36.914844'
'29','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:45:51.050827'
'30','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:46:05.465085'
'31','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:47:27.548103'
'32','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:47:41.638846'
'33','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:47:56.097922'
'34','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:49:18.716223'
'35','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:49:32.294611'
'36','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:49:46.679287'
'37','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:51:09.358431'
'38','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:51:23.055065'
'39','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:51:37.307720'
'40','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:52:59.971410'
'41','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:53:13.710854'
'42','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:53:27.893402'
'43','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:54:50.638897'
'44','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:55:04.338497'
'45','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:55:18.494267'
'46','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:56:41.277426'
'47','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-27 15:56:54.935319'
'48','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-27 15:57:09.106927'
'49','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-27 15:58:31.882603'
