#,Class,Status,Time
'1','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 19:55:05.316631'
'2','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 19:56:55.928242'
'3','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 19:58:46.555135'
'4','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:00:37.166979'
'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:02:27.795495'
'6','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:04:18.381671'
'7','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:06:09.137639'
'8','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:07:59.731417'
'9','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:09:50.310319'
'10','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:11:40.932736'
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:13:31.523807'
'12','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:15:22.126854'
'13','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:17:12.873953'
'14','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:19:03.461169'
'15','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:20:54.063641'
'16','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:22:44.646346'
'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:24:35.270072'
'18','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:26:25.949567'
'19','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:28:16.704611'
'20','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:30:07.323334'
'21','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:31:57.909066'
'22','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:33:48.520741'
'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:35:39.128356'
'24','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:37:29.734026'
'25','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:39:20.523226'
'26','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:41:11.134924'
'27','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:43:01.729875'
'28','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:44:52.314651'
'29','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:46:42.918533'
'30','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:48:33.525312'
'31','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:50:24.280118'
'32','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:52:14.860053'
'33','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:54:05.440833'
'34','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:55:56.075537'
'35','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:57:46.651314'
'36','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 20:59:37.256689'
'37','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:01:28.005690'
'38','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:03:18.602064'
'39','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:05:09.173360'
'40','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:06:59.852317'
'41','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:08:50.440237'
'42','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-08-13 21:10:41.020435'
