#,Class,Status,Time
'1','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:10:34.547813'
'2','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:12:25.264396'
'3','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:14:15.916084'
'4','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:16:06.563494'
'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:17:57.223845'
'6','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:19:47.852268'
'7','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:21:39.464857'
'8','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:23:30.060307'
'9','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:25:20.638435'
'10','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:27:11.246101'
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:29:01.876742'
'12','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:30:52.454414'
'13','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:32:43.995100'
'14','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:34:34.597461'
'15','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:36:25.200887'
'16','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:38:15.816648'
'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:40:06.444527'
'18','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:41:57.049725'
'19','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:43:48.528196'
'20','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:45:39.169974'
'21','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:47:29.792066'
'22','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:49:20.390186'
'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:51:10.972481'
'24','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:53:01.619693'
'25','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:54:53.045161'
'26','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:56:43.658615'
'27','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 15:58:34.264397'
'28','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:00:24.900649'
'29','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:02:15.619532'
'30','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:04:06.221254'
'31','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:05:57.638337'
'32','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:07:48.266404'
'33','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:09:38.880341'
'34','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:11:29.470658'
'35','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:13:20.067272'
'36','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:15:10.679583'
'37','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:17:02.189063'
'38','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:18:52.811402'
'39','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:20:43.403509'
'40','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:22:34.000384'
'41','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:24:24.612350'
'42','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-03-24 16:26:15.229980'
'43','Gentle Yoga 和緩瑜珈' by 'Una',BOOKED,'2023-03-24 16:27:50.275020'
