#,Class,Status,Time
'1','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 20:58:50.432004'
'2','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 20:59:04.502240'
'3','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 20:59:19.338620'
'4','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 20:59:33.154165'
'5','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:00:55.816346'
'6','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:00:59.487652'
'7','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 21:01:10.887345'
'8','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 21:01:23.772345'
'9','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:02:46.421668'
'10','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:02:50.093552'
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 21:03:01.504987'
'12','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 21:03:14.398151'
'13','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:04:37.041449'
'14','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:04:40.718349'
'15','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 21:04:52.183119'
'16','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 21:05:05.038526'
'17','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:06:27.638476'
'18','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:06:31.313394'
'19','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 21:06:42.814790'
'20','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 21:06:55.634107'
'21','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:08:18.254450'
'22','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:08:22.593531'
'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-02-26 21:08:33.417523'
'24','Vinyasa Intro 流暢瑜珈入門' by 'Una',FULL,'2023-02-26 21:08:46.228951'
'25','Hatha Yoga 哈達瑜珈 1' by 'Ethan Lee',FULL,'2023-02-26 21:10:08.871694'
'26','Warm Stretch 溫和伸展' by 'Ethan Lee',FULL,'2023-02-26 21:10:13.260224'
