#,Class,Status,Time
2: Yoga Tone 2 by Una is FULL at 2023-11-30 09:51:11.330317
3: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:51:11.440750
4: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:51:11.554437
5: Universal Yoga 寰宇瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:51:11.633055. You should try after 30-11-2023 02:00 下午
            6: Universal Basic 寰宇瑜珈基礎 by YaYa is not available for booking yet at 2023-11-30 09:51:11.710675. You should try after 30-11-2023 12:30 下午
            7: Yin Yoga 陰瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:51:11.789360. You should try after 30-11-2023 03:45 下午
            8: Yoga Tone 2 by Una is FULL at 2023-11-30 09:51:52.424095
9: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:51:52.520117
10: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:51:52.608988
11: Universal Yoga 寰宇瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:51:52.690540. You should try after 30-11-2023 02:00 下午
            12: Universal Basic 寰宇瑜珈基礎 by YaYa is not available for booking yet at 2023-11-30 09:51:52.775715. You should try after 30-11-2023 12:30 下午
            13: Yin Yoga 陰瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:51:52.860081. You should try after 30-11-2023 03:45 下午
            14: Yoga Tone 2 by Una is FULL at 2023-11-30 09:52:33.359121
15: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:52:33.450054
16: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:52:33.537207
17: Universal Yoga 寰宇瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:52:33.616712. You should try after 30-11-2023 02:00 下午
            18: Universal Basic 寰宇瑜珈基礎 by YaYa is not available for booking yet at 2023-11-30 09:52:33.696648. You should try after 30-11-2023 12:30 下午
            19: Yin Yoga 陰瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:52:33.777187. You should try after 30-11-2023 03:45 下午
            20: Yoga Tone 2 by Una is FULL at 2023-11-30 09:53:13.935745
21: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:53:14.023754
22: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:53:14.111332
23: Universal Yoga 寰宇瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:53:14.190892. You should try after 30-11-2023 02:00 下午
            24: Universal Basic 寰宇瑜珈基礎 by YaYa is not available for booking yet at 2023-11-30 09:53:14.270225. You should try after 30-11-2023 12:30 下午
            25: Yin Yoga 陰瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:53:14.349072. You should try after 30-11-2023 03:45 下午
            26: Yoga Tone 2 by Una is FULL at 2023-11-30 09:53:54.037500
27: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:53:54.130343
28: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:53:54.220942
29: Universal Yoga 寰宇瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:53:54.314645. You should try after 30-11-2023 02:00 下午
            30: Universal Basic 寰宇瑜珈基礎 by YaYa is not available for booking yet at 2023-11-30 09:53:54.395583. You should try after 30-11-2023 12:30 下午
            31: Yin Yoga 陰瑜珈 by YaYa is not available for booking yet at 2023-11-30 09:53:54.474944. You should try after 30-11-2023 03:45 下午
            32: Yoga Tone 2 by Una is FULL at 2023-11-30 09:54:35.655536
33: Flow Yoga 動瑜珈 by Moorthi is FULL at 2023-11-30 09:54:35.745208
34: Vinyasa Yoga 流暢瑜珈 by Una is FULL at 2023-11-30 09:54:35.831776
