#,Class,Status,Time
'1','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2022-03-19 11:52:31.265667'
'2','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-03-19 11:52:35.915291'
'3','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-03-19 11:52:40.457509'
'4','Vinyasa Intro 流暢瑜珈入門' by 'Mei Wang',FULL,'2022-03-19 11:52:44.703946'
'181','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2022-03-19 14:23:05.155672'
'182','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-03-19 14:23:05.417655'
'183','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-03-19 14:23:08.473938'
'184','Vinyasa Intro 流暢瑜珈入門' by 'Mei Wang',FULL,'2022-03-19 14:23:12.163357'
'361','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-03-19 16:53:37.137806'
'362','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-03-19 16:53:37.190991'
'363','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2022-03-19 16:53:37.294582'
'364','Vinyasa Intro 流暢瑜珈入門' by 'Mei Wang',FULL,'2022-03-19 16:53:40.828657'
'541','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2022-03-19 19:24:21.205524'
'541','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-03-19 19:24:21.204758'
'543','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2022-03-19 19:24:23.563075'
'544','Vinyasa Intro 流暢瑜珈入門' by 'Mei Wang',FULL,'2022-03-19 19:24:26.136813'
'585','Vinyasa Yoga 流暢瑜珈' by 'Una',BOOKED,'2022-03-19 20:00:54.337479'
