#,Class,Status,Time
'1','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:45:34.307111'
'2','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:47:25.033697'
'3','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:49:15.815379'
'4','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:51:06.633020'
'5','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:52:57.403680'
'6','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:54:48.120950'
'7','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:56:38.814581'
'8','Yoga Tone 2' by 'Una',FULL,'2023-01-19 21:58:29.499764'
'9','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:00:20.200454'
'10','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:02:11.272431'
'11','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:04:01.977640'
'12','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:05:52.684148'
'13','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:07:43.411309'
'14','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:09:34.131661'
'15','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:11:24.934199'
'16','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:13:15.780171'
'17','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:15:06.468509'
'18','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:16:57.152759'
'19','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:18:47.816511'
'20','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:20:38.527915'
'21','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:22:29.224908'
'22','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:24:20.029997'
'23','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:26:10.760293'
'24','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:28:01.464259'
'25','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:29:52.150004'
'26','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:31:42.868600'
'27','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:33:33.684233'
'28','Yoga Tone 2' by 'Una',FULL,'2023-01-19 22:35:24.539569'
