#,Class,Status,Time
'1','Yoga Tone 2' by 'Una',FULL,'2024-04-25 13:39:54.020205'
click_btn=None
'2','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2024-04-25 13:40:09.670106'
click_btn=None
'3','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2024-04-25 13:40:25.298266'
click_btn=None
'4','Yin Yoga 陰瑜珈' by 'YaYa',FULL,'2024-04-25 13:40:40.906169'
click_btn=None
'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2024-04-25 13:40:56.538351'
click_btn=None
'6','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2024-04-25 13:41:12.124296'
click_btn=None
'7','Yoga Tone 2' by 'Una',FULL,'2024-04-25 13:42:11.806373'
click_btn=None
'8','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2024-04-25 13:42:27.410100'
click_btn=None
'9','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2024-04-25 13:42:43.000287'
click_btn=None
'10','Yin Yoga 陰瑜珈' by 'YaYa',FULL,'2024-04-25 13:42:58.583449'
click_btn=None
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2024-04-25 13:43:14.172867'
click_btn=None
'12','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2024-04-25 13:43:29.788862'
click_btn=None
'13','Yoga Tone 2' by 'Una',FULL,'2024-04-25 13:44:29.160986'
click_btn=None
'14','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2024-04-25 13:44:44.760449'
click_btn=None
'15','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2024-04-25 13:45:00.380134'
click_btn=None
'16','Yin Yoga 陰瑜珈' by 'YaYa',FULL,'2024-04-25 13:45:16.015651'
click_btn=None
'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2024-04-25 13:45:31.685925'
click_btn=None
'18','Vinyasa Yoga 流暢瑜珈' by 'Una',FULL,'2024-04-25 13:45:47.309367'
click_btn=None
'19','Yoga Tone 2' by 'Una',FULL,'2024-04-25 13:46:46.099128'
click_btn=None
