#,Class,Status,Time
'1','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-07-18 14:20:39.577433'
'2','Yoga Tone' by 'Una',FULL,'2022-07-18 14:20:54.699498'
'91','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-07-18 15:43:38.403977'
'92','Yoga Tone' by 'Una',FULL,'2022-07-18 15:43:52.356459'
'181','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-07-18 17:06:37.090153'
'182','Yoga Tone' by 'Una',FULL,'2022-07-18 17:06:50.532264'
'271','Vinyasa Intro. 流暢瑜珈入門' by 'Una',FULL,'2022-07-18 18:29:35.809193'
'272','Yoga Tone' by 'Una',FULL,'2022-07-18 18:29:48.518908'
'301','Vinyasa Intro. 流暢瑜珈入門' by 'Una',BOOKED,'2022-07-18 18:56:58.380689'
'316','Yoga Tone' by 'Una',FULL,'2022-07-18 19:25:07.349242'
'361','Yoga Tone' by 'Una',FULL,'2022-07-18 20:48:06.262698'
