#,Class,Status,Time
'1','Yoga Tone' by 'Una',FULL,'2022-05-17 22:01:54.302046'
'46','Yoga Tone' by 'Una',FULL,'2022-05-17 23:24:52.296378'
'91','Yoga Tone' by 'Una',FULL,'2022-05-18 00:47:49.939116'
'136','Yoga Tone' by 'Una',FULL,'2022-05-18 02:10:47.390403'
'181','Yoga Tone' by 'Una',FULL,'2022-05-18 03:33:44.665237'
'226','Yoga Tone' by 'Una',FULL,'2022-05-18 04:56:42.337391'
'271','Yoga Tone' by 'Una',FULL,'2022-05-18 06:19:40.056355'
'316','Yoga Tone' by 'Una',FULL,'2022-05-18 07:42:37.521976'
'361','Yoga Tone' by 'Una',FULL,'2022-05-18 09:05:35.358948'
'406','Yoga Tone' by 'Una',FULL,'2022-05-18 10:28:33.101414'
'451','Yoga Tone' by 'Una',FULL,'2022-05-18 11:51:30.674941'
'496','Yoga Tone' by 'Una',FULL,'2022-05-18 13:14:29.037488'
'541','Yoga Tone' by 'Una',FULL,'2022-05-18 14:37:26.878468'
'586','Yoga Tone' by 'Una',FULL,'2022-05-18 16:00:24.633219'
'631','Yoga Tone' by 'Una',FULL,'2022-05-18 17:23:22.206817'
'634','Yoga Tone' by 'Una',BOOKED,'2022-05-18 17:28:36.134701'
