#,Class,Status,Time
'1','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:05:04.546520'
'2','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:06:25.217870'
'3','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:07:45.816977'
'4','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:09:06.403470'
'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:10:27.081936'
'6','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:11:48.202143'
'7','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:13:08.803767'
'8','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:14:29.385474'
'9','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:15:49.979218'
'10','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:17:10.582036'
'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:18:31.172723'
'12','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:19:51.782956'
'13','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:21:12.406287'
'14','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:22:33.555426'
'15','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:23:54.180703'
'16','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:25:14.787331'
'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:26:35.395193'
'18','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:27:56.023619'
'19','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:29:16.640197'
'20','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:30:37.252667'
'21','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:31:57.830933'
'22','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:33:18.933627'
'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:34:39.580632'
'24','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:36:00.188453'
'25','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:37:20.833977'
'26','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:38:41.419363'
'27','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:40:02.012907'
'28','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:41:22.626489'
'29','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:42:43.259538'
'30','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:44:04.405261'
'31','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:45:24.997334'
'32','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-05-06 14:46:45.621253'
