#,Class,Status,Time
'1','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:17:14.490728'
'2','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:18:35.115581'
'3','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:19:55.751646'
'4','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:21:16.362461'
'5','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:22:36.967159'
'6','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:23:57.591042'
'7','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:25:18.176183'
'8','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:26:38.793154'
'9','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:28:00.055627'
'10','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:29:20.687819'
'11','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:30:41.264889'
'12','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:32:01.885663'
'13','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:33:22.499668'
'14','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:34:43.089935'
'15','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:36:03.804523'
'16','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:37:24.444334'
'17','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:38:45.677189'
'18','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:40:06.272097'
'19','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:41:26.851316'
'20','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:42:47.475522'
'21','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:44:08.074283'
'22','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:45:28.708279'
'23','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:46:49.289048'
'24','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:48:09.868250'
'25','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:49:31.147755'
'26','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:50:51.739752'
'27','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:52:12.347712'
'28','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:53:32.933998'
'29','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:54:53.608760'
'30','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:56:14.198509'
'31','Flow Yoga 動瑜珈' by 'Moorthi',FULL,'2023-06-02 12:57:34.795949'
