#,Class,Status,Time
'1','Yoga Tone' by 'Una',FULL,'2022-07-19 21:52:11.956509'
'46','Yoga Tone' by 'Una',FULL,'2022-07-19 23:15:10.897330'
'91','Yoga Tone' by 'Una',FULL,'2022-07-20 00:38:10.017560'
'136','Yoga Tone' by 'Una',FULL,'2022-07-20 02:01:08.321373'
'181','Yoga Tone' by 'Una',FULL,'2022-07-20 03:24:06.758447'
'226','Yoga Tone' by 'Una',FULL,'2022-07-20 04:47:05.012812'
'271','Yoga Tone' by 'Una',FULL,'2022-07-20 06:10:03.463548'
'316','Yoga Tone' by 'Una',FULL,'2022-07-20 07:33:01.591790'
'361','Yoga Tone' by 'Una',FULL,'2022-07-20 08:56:00.790859'
'406','Yoga Tone' by 'Una',FULL,'2022-07-20 10:18:59.354048'
'451','Yoga Tone' by 'Una',FULL,'2022-07-20 11:41:57.720059'
'496','Yoga Tone' by 'Una',FULL,'2022-07-20 13:04:56.549784'
'508','Yoga Tone' by 'Una',BOOKED,'2022-07-20 13:26:47.334541'
