#,Class,Status,Time
'1','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:12:59.550485'
'2','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:13:13.232826'
'3','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:13:26.629466'
'4','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:13:40.154165'
'5','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:14:50.130514'
'6','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:15:03.819165'
'7','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:15:17.210744'
'8','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:15:30.760552'
'9','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:16:40.760505'
'10','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:16:54.435159'
'11','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:17:07.838289'
'12','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:17:21.351075'
'13','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:18:31.349910'
'14','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:18:45.042462'
'15','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:18:58.437949'
'16','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:19:12.124312'
'17','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:20:21.990113'
'18','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:20:35.643888'
'19','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:20:49.112619'
'20','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:21:02.747362'
'21','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:22:12.658959'
'22','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:22:26.340107'
'23','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:22:39.935093'
'24','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:22:53.458635'
'25','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:24:03.241827'
'26','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:24:16.941338'
'27','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:24:30.547587'
'28','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-09 01:24:44.072312'
'29','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-09 01:25:53.857903'
'30','Yoga Tone 2' by 'Una',FULL,'2022-09-09 01:26:07.569068'
'31','Counter Flow 1' by 'Marcus',FULL,'2022-09-09 01:26:21.732760'
