#,Class,Status,Time
'1','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:22:18.869940'
'2','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:22:33.137672'
'3','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:23:39.479863'
'4','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:23:53.723355'
'5','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:25:00.106778'
'6','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:25:14.350322'
'7','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:26:20.708683'
'8','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:26:34.926158'
'9','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:27:41.318772'
'10','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:27:55.516420'
'11','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:29:02.161342'
'12','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:29:16.146335'
'13','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:30:22.775410'
'14','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:30:36.745550'
'15','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:31:43.469100'
'16','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:31:57.419929'
'17','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:33:04.083521'
'18','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:33:18.027585'
'19','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:34:24.714702'
'20','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:34:38.637668'
'21','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:35:45.319967'
'22','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:35:59.261326'
'23','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:37:05.936471'
'24','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:37:19.861452'
'25','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:38:26.540434'
'26','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:38:40.482509'
'27','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:39:47.386955'
'28','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:40:01.093106'
'29','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:41:07.974986'
'30','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:41:21.666613'
'31','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:42:28.601765'
'32','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:42:42.294240'
'33','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:43:49.173190'
'34','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:44:02.911202'
'35','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:45:09.751805'
'36','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:45:23.513506'
'37','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:46:30.359158'
'38','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:46:44.131448'
'39','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:47:50.945631'
'40','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:48:04.724287'
'41','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:49:11.583418'
'42','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:49:25.294578'
'43','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:50:32.384274'
'44','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:50:45.906248'
'45','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:51:52.974349'
'46','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:52:06.513720'
'47','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:53:13.605608'
'48','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:53:27.120719'
'49','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:54:34.215495'
'50','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:54:47.690478'
'51','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:55:54.827748'
'52','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:56:08.299561'
'53','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:57:15.416285'
'54','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:57:28.905162'
'55','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:58:36.036973'
'56','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 20:58:49.502447'
'57','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 20:59:56.648880'
'58','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:00:10.094528'
'59','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:01:17.490588'
'60','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:01:30.675905'
'61','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:02:38.136796'
'62','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:02:51.262528'
'63','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:03:58.714793'
'64','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:04:11.882930'
'65','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:05:19.333630'
'66','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:05:32.507630'
'67','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:06:39.917787'
'68','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:06:53.126378'
'69','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:08:00.541842'
'70','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:08:13.728164'
'71','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:09:21.165198'
'72','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:09:34.357298'
'73','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:10:41.799191'
'74','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:10:54.972151'
'75','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:12:02.783850'
'76','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:12:15.681383'
'77','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:13:23.408991'
'78','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:13:36.274256'
'79','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:14:44.015183'
'80','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:14:56.851630'
'81','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:16:04.626564'
'82','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:16:17.478125'
'83','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:17:25.239634'
'84','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:17:38.106964'
'85','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:18:45.892067'
'86','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:18:58.709946'
'87','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:20:06.533052'
'88','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:20:19.311506'
'89','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:21:27.134058'
'90','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:21:39.933494'
'91','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:22:47.979956'
'92','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:23:00.535927'
'93','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:24:08.564460'
'94','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:24:21.139468'
'95','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:25:29.172737'
'96','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:25:41.732107'
'97','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:26:49.769190'
'98','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:27:02.329271'
'99','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:28:10.346821'
'100','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:28:22.914771'
'101','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:29:30.973924'
'102','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:29:43.510659'
'103','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:31:00.477382'
'104','Warm Stretch 溫和伸展' by 'Ellen',FULL,'2023-05-16 21:31:08.023736'
'105','Warm Stretch 溫和伸展' by 'Ellen',BOOKED,'2023-05-16 21:32:11.214352'
'105','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:32:21.098503'
'106','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:33:41.980933'
'107','Aerial Yoga Basic 空中瑜珈入門' by 'Joe',FULL,'2023-05-16 21:35:02.597857'
