#,Class,Status,Time
'1','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:09:45.132060'
next_book_datetime=2023-07-27 12:10:50.132043'2','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:10:00.285693'
next_book_datetime=2023-07-27 12:11:05.285667'3','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:11:10.755609'
next_book_datetime=2023-07-27 12:12:15.755596'4','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:11:25.867688'
next_book_datetime=2023-07-27 12:12:30.867676'5','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:12:36.467045'
next_book_datetime=2023-07-27 12:13:41.467031'6','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:12:51.519781'
next_book_datetime=2023-07-27 12:13:56.519753'7','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:14:02.563666'
next_book_datetime=2023-07-27 12:15:07.563652'8','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:14:17.129255'
next_book_datetime=2023-07-27 12:15:22.129240'9','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:15:28.178802'
next_book_datetime=2023-07-27 12:16:33.178789'10','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:15:42.702162'
next_book_datetime=2023-07-27 12:16:47.702148'11','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:16:54.022471'
next_book_datetime=2023-07-27 12:17:59.022456'12','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:17:08.317678'
next_book_datetime=2023-07-27 12:18:13.317659'13','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:18:19.660110'
next_book_datetime=2023-07-27 12:19:24.660092'14','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:18:34.006609'
next_book_datetime=2023-07-27 12:19:39.006590'15','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:19:45.911756'
next_book_datetime=2023-07-27 12:20:50.911735'16','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:19:59.639055'
next_book_datetime=2023-07-27 12:21:04.639035'17','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:21:11.533265'
next_book_datetime=2023-07-27 12:22:16.533248'18','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:21:25.246747'
next_book_datetime=2023-07-27 12:22:30.246729'19','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:22:37.247069'
next_book_datetime=2023-07-27 12:23:42.247041'20','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:22:50.904278'
next_book_datetime=2023-07-27 12:23:55.904251'21','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:24:03.373368'
next_book_datetime=2023-07-27 12:25:08.373350'22','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:24:16.527935'
next_book_datetime=2023-07-27 12:25:21.527916'23','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:25:29.002381'
next_book_datetime=2023-07-27 12:26:34.002353'24','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:25:42.146203'
next_book_datetime=2023-07-27 12:26:47.146178'25','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:26:54.839444'
next_book_datetime=2023-07-27 12:27:59.839427'26','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:27:07.778189'
next_book_datetime=2023-07-27 12:28:12.778172'27','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:28:20.443531'
next_book_datetime=2023-07-27 12:29:25.443518'28','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:28:33.409534'
next_book_datetime=2023-07-27 12:29:38.409517'29','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:29:46.519334'
next_book_datetime=2023-07-27 12:30:51.519310'30','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:29:58.991813'
next_book_datetime=2023-07-27 12:31:03.991784'31','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:31:12.121584'
next_book_datetime=2023-07-27 12:32:17.121538'32','Universal Yoga 寰宇瑜珈' by 'YaYa',FULL,'2023-07-27 12:31:24.682181'
next_book_datetime=2023-07-27 12:32:29.682169'33','Gentle Yoga 和緩瑜珈' by 'Una',FULL,'2023-07-27 12:32:37.753250'
