#,Class,Status,Time
'1','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:08:29.775900'
'2','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:10:20.429876'
'3','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:12:11.091623'
'4','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:14:01.682624'
'5','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:15:52.449504'
'6','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:17:43.035444'
'7','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:19:33.885064'
'8','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:21:24.469584'
'9','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:23:15.104931'
'10','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:25:05.723963'
'11','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:26:56.538037'
'12','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:28:47.156119'
'13','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:30:37.966818'
'14','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:32:28.577504'
'15','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:34:19.176521'
'16','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:36:09.818745'
'17','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:38:00.599584'
'18','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:39:51.216732'
'19','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:41:42.045310'
'20','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:43:32.665526'
'21','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:45:23.290527'
'22','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:47:13.919636'
'23','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:49:04.699518'
'24','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:50:55.298567'
'25','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:52:46.170958'
'26','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:54:36.757488'
'27','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:56:27.360777'
'28','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 00:58:17.995227'
'29','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:00:08.790593'
'30','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:01:59.391491'
'31','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:03:50.297803'
'32','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:05:40.943060'
'33','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:07:31.532546'
'34','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:09:22.150863'
'35','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:11:12.917121'
'36','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:13:03.538953'
'37','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:14:54.344631'
'38','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:16:44.970077'
'39','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:18:35.601602'
'40','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:20:26.201061'
'41','Counter Flow 2' by 'Marcus',FULL,'2023-03-31 01:22:17.011649'
