#,Class,Status,Time
'1','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 10:43:42.679049'
'2','Yoga Tone 2' by 'Una',FULL,'2021-02-03 10:43:47.148151'
'61','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 11:11:19.936810'
'62','Yoga Tone 2' by 'Una',FULL,'2021-02-03 11:11:24.120760'
'121','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 11:36:40.987527'
'122','Yoga Tone 2' by 'Una',FULL,'2021-02-03 11:36:46.183009'
'181','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 12:02:00.911273'
'182','Yoga Tone 2' by 'Una',FULL,'2021-02-03 12:02:05.947366'
'241','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 12:27:21.227925'
'242','Yoga Tone 2' by 'Una',FULL,'2021-02-03 12:27:26.492756'
'301','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 12:52:43.057036'
'302','Yoga Tone 2' by 'Una',FULL,'2021-02-03 12:52:46.754554'
'361','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 13:18:03.047768'
'362','Yoga Tone 2' by 'Una',FULL,'2021-02-03 13:18:06.686987'
'421','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 13:43:22.937675'
'422','Yoga Tone 2' by 'Una',FULL,'2021-02-03 13:43:26.448535'
'481','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 14:08:42.703628'
'482','Yoga Tone 2' by 'Una',FULL,'2021-02-03 14:08:46.449776'
'541','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 14:34:02.630165'
'542','Yoga Tone 2' by 'Una',FULL,'2021-02-03 14:34:06.365790'
'601','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 14:59:22.451842'
'602','Yoga Tone 2' by 'Una',FULL,'2021-02-03 14:59:26.035276'
'661','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 15:24:42.266939'
'662','Yoga Tone 2' by 'Una',FULL,'2021-02-03 15:24:46.538401'
'721','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 15:50:03.132737'
'722','Yoga Tone 2' by 'Una',FULL,'2021-02-03 15:50:06.794321'
'781','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 16:15:22.845760'
'782','Yoga Tone 2' by 'Una',FULL,'2021-02-03 16:15:26.757333'
'841','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 16:40:42.811706'
'842','Yoga Tone 2' by 'Una',FULL,'2021-02-03 16:40:46.706286'
'901','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 17:06:03.251590'
'902','Yoga Tone 2' by 'Una',FULL,'2021-02-03 17:06:06.840833'
'961','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 17:31:23.068944'
'962','Yoga Tone 2' by 'Una',FULL,'2021-02-03 17:31:26.705483'
'1021','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 17:56:43.082840'
'1022','Yoga Tone 2' by 'Una',FULL,'2021-02-03 17:56:46.386275'
'1081','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 18:22:03.008197'
'1082','Yoga Tone 2' by 'Una',FULL,'2021-02-03 18:22:06.204001'
'1141','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 18:47:22.952163'
'1142','Yoga Tone 2' by 'Una',FULL,'2021-02-03 18:47:26.287333'
'1201','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 19:12:42.853861'
'1202','Yoga Tone 2' by 'Una',FULL,'2021-02-03 19:12:46.221876'
'1261','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 19:38:03.658660'
'1262','Yoga Tone 2' by 'Una',FULL,'2021-02-03 19:38:05.986511'
'1321','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 20:03:23.333910'
'1322','Yoga Tone 2' by 'Una',FULL,'2021-02-03 20:03:25.861375'
'1381','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 20:28:42.944499'
'1382','Yoga Tone 2' by 'Una',FULL,'2021-02-03 20:28:45.671381'
'1441','Yoga Wheel 瑜珈輪' by 'Una',FULL,'2021-02-03 20:54:02.840723'
'1442','Yoga Tone 2' by 'Una',FULL,'2021-02-03 20:54:05.497553'
