#,Class,Status,Time
'1','Yoga Tone' by 'Una',FULL,'2023-07-18 20:13:33.412044'
next_book_datetime=2023-07-18 20:14:38.412026'2','Yoga Tone' by 'Una',FULL,'2023-07-18 20:14:59.143219'
next_book_datetime=2023-07-18 20:16:04.143207'3','Yoga Tone' by 'Una',FULL,'2023-07-18 20:16:24.746305'
next_book_datetime=2023-07-18 20:17:29.746292'4','Yoga Tone' by 'Una',FULL,'2023-07-18 20:17:50.368160'
next_book_datetime=2023-07-18 20:18:55.368143'5','Yoga Tone' by 'Una',FULL,'2023-07-18 20:19:15.998440'
next_book_datetime=2023-07-18 20:20:20.998428'6','Yoga Tone' by 'Una',FULL,'2023-07-18 20:20:41.622342'
next_book_datetime=2023-07-18 20:21:46.622314'7','Yoga Tone' by 'Una',FULL,'2023-07-18 20:22:07.260777'
next_book_datetime=2023-07-18 20:23:12.260759'8','Yoga Tone' by 'Una',FULL,'2023-07-18 20:23:32.864421'
next_book_datetime=2023-07-18 20:24:37.864412'9','Yoga Tone' by 'Una',FULL,'2023-07-18 20:24:58.568494'
next_book_datetime=2023-07-18 20:26:03.568475'10','Yoga Tone' by 'Una',FULL,'2023-07-18 20:26:24.164236'
next_book_datetime=2023-07-18 20:27:29.164224'11','Yoga Tone' by 'Una',FULL,'2023-07-18 20:27:49.781045'
next_book_datetime=2023-07-18 20:28:54.781031'12','Yoga Tone' by 'Una',FULL,'2023-07-18 20:29:15.577666'
next_book_datetime=2023-07-18 20:30:20.577652'13','Yoga Tone' by 'Una',FULL,'2023-07-18 20:30:41.206075'
next_book_datetime=2023-07-18 20:31:46.206063'14','Yoga Tone' by 'Una',FULL,'2023-07-18 20:32:07.169406'
next_book_datetime=2023-07-18 20:33:12.169395'15','Yoga Tone' by 'Una',FULL,'2023-07-18 20:33:33.660928'
next_book_datetime=2023-07-18 20:34:38.660901'16','Yoga Tone' by 'Una',FULL,'2023-07-18 20:34:59.286852'
next_book_datetime=2023-07-18 20:36:04.286810'17','Yoga Tone' by 'Una',FULL,'2023-07-18 20:36:25.035139'
next_book_datetime=2023-07-18 20:37:30.035102'18','Yoga Tone' by 'Una',FULL,'2023-07-18 20:37:50.636992'
next_book_datetime=2023-07-18 20:38:55.636980'19','Yoga Tone' by 'Una',FULL,'2023-07-18 20:39:16.317462'
next_book_datetime=2023-07-18 20:40:21.317447'20','Yoga Tone' by 'Una',FULL,'2023-07-18 20:40:41.925537'
next_book_datetime=2023-07-18 20:41:46.925524'21','Yoga Tone' by 'Una',FULL,'2023-07-18 20:42:07.549424'
next_book_datetime=2023-07-18 20:43:12.549392'22','Yoga Tone' by 'Una',FULL,'2023-07-18 20:43:34.152330'
next_book_datetime=2023-07-18 20:44:39.152290'23','Yoga Tone' by 'Una',FULL,'2023-07-18 20:44:59.907253'
next_book_datetime=2023-07-18 20:46:04.907225'24','Yoga Tone' by 'Una',FULL,'2023-07-18 20:46:25.522491'
next_book_datetime=2023-07-18 20:47:30.522463'25','Yoga Tone' by 'Una',FULL,'2023-07-18 20:47:51.179097'
next_book_datetime=2023-07-18 20:48:56.179084'26','Yoga Tone' by 'Una',FULL,'2023-07-18 20:49:16.816450'
next_book_datetime=2023-07-18 20:50:21.816423'27','Yoga Tone' by 'Una',FULL,'2023-07-18 20:50:42.411992'
next_book_datetime=2023-07-18 20:51:47.411961'28','Yoga Tone' by 'Una',FULL,'2023-07-18 20:52:08.123047'
next_book_datetime=2023-07-18 20:53:13.123020'29','Yoga Tone' by 'Una',FULL,'2023-07-18 20:53:34.698662'
next_book_datetime=2023-07-18 20:54:39.698649'30','Yoga Tone' by 'Una',FULL,'2023-07-18 20:55:00.338626'
next_book_datetime=2023-07-18 20:56:05.338612'31','Yoga Tone' by 'Una',FULL,'2023-07-18 20:56:26.062015'
next_book_datetime=2023-07-18 20:57:31.061974'32','Yoga Tone' by 'Una',FULL,'2023-07-18 20:57:51.721609'
next_book_datetime=2023-07-18 20:58:56.721596'33','Yoga Tone' by 'Una',FULL,'2023-07-18 20:59:17.315805'
next_book_datetime=2023-07-18 21:00:22.315788'34','Yoga Tone' by 'Una',FULL,'2023-07-18 21:00:42.975534'
next_book_datetime=2023-07-18 21:01:47.975516'35','Yoga Tone' by 'Una',FULL,'2023-07-18 21:02:08.595755'
next_book_datetime=2023-07-18 21:03:13.595738'36','Yoga Tone' by 'Una',FULL,'2023-07-18 21:03:35.124731'
