#,Class,Status,Time
'1','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:19:12.606204'
'2','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:19:28.348476'
'3','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:21:03.225974'
'4','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:21:18.956275'
'5','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:22:53.895149'
'6','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:23:09.603297'
'7','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:24:44.532497'
'8','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:25:00.268905'
'9','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:26:35.159504'
'10','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:26:50.967514'
'11','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:28:25.784059'
'12','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:28:41.648939'
'13','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:30:16.468116'
'14','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:30:32.241294'
'15','Yin Yang Yoga 陰陽瑜珈' by 'Marcus',FULL,'2023-07-10 13:32:07.083109'
'16','Counter Flow 1' by 'Marcus',FULL,'2023-07-10 13:32:22.843079'
