#,Class,Status,Time
'1','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:26:51.546726'
'2','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:27:06.399930'
'3','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:27:20.788138'
'4','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:27:35.945522'
'5','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:28:42.196273'
'6','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:28:56.993850'
'7','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:29:11.384812'
'8','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:29:26.545638'
'9','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:30:32.943582'
'10','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:30:47.744466'
'11','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:31:02.024191'
'12','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:31:17.169981'
'13','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:32:23.519505'
'14','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:32:38.387242'
'15','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:32:52.622002'
'16','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:33:07.808136'
'17','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:34:14.120376'
'18','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:34:28.967213'
'19','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:34:43.233477'
'20','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:34:58.406640'
'21','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:36:04.732287'
'22','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:36:19.817373'
'23','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:36:33.852074'
'24','Chair yoga 椅子瑜珈' by 'Marcus',FULL,'2022-09-07 18:36:49.024854'
'25','Hatha Basic 哈達基礎' by 'Una',FULL,'2022-09-07 18:37:55.318880'
'26','Yoga Tone 2' by 'Una',FULL,'2022-09-07 18:38:10.424160'
'27','Counter Flow 1' by 'Marcus',FULL,'2022-09-07 18:38:24.450933'
