#,Class,Status,Time
'1','Yoga Tone' by 'Una',FULL,'2023-02-05 23:03:18.273641'
'2','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:03:32.588701'
'3','Yoga Tone' by 'Una',FULL,'2023-02-05 23:05:08.925499'
'4','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:05:23.251875'
'5','Yoga Tone' by 'Una',FULL,'2023-02-05 23:06:59.525513'
'6','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:07:13.878894'
'7','Yoga Tone' by 'Una',FULL,'2023-02-05 23:08:50.108808'
'8','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:09:04.498503'
'9','Yoga Tone' by 'Una',FULL,'2023-02-05 23:10:40.716871'
'10','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:10:55.110458'
'11','Yoga Tone' by 'Una',FULL,'2023-02-05 23:12:31.330581'
'12','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:12:45.979574'
'13','Yoga Tone' by 'Una',FULL,'2023-02-05 23:14:21.933054'
'14','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:14:36.604525'
'15','Yoga Tone' by 'Una',FULL,'2023-02-05 23:16:12.540715'
'16','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:16:27.200582'
'17','Yoga Tone' by 'Una',FULL,'2023-02-05 23:18:03.150698'
'18','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:18:17.815307'
'19','Yoga Tone' by 'Una',FULL,'2023-02-05 23:19:53.751531'
'20','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:20:08.433206'
'21','Yoga Tone' by 'Una',FULL,'2023-02-05 23:21:44.350570'
'22','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:21:59.063300'
'23','Yoga Tone' by 'Una',FULL,'2023-02-05 23:23:35.161203'
'24','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:23:49.664269'
'25','Yoga Tone' by 'Una',FULL,'2023-02-05 23:25:25.747200'
'26','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:25:40.341428'
'27','Yoga Tone' by 'Una',FULL,'2023-02-05 23:27:16.334405'
'28','Counter Flow 2' by 'Marcus',FULL,'2023-02-05 23:27:30.946462'
'29','Yoga Tone' by 'Una',FULL,'2023-02-05 23:29:06.932164'
