#,Class,Status,Time
'1','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-25 23:13:35.249654'
'16','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-25 23:33:46.930322'
'31','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-25 23:53:58.759884'
'46','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 00:14:19.788842'
'61','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 00:34:53.811182'
'76','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 00:56:14.561068'
'91','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 01:16:32.299224'
'106','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 01:39:26.309372'
'121','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 02:00:05.339723'
'136','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 02:20:17.188495'
'151','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 02:40:29.071988'
'166','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 03:00:40.708329'
'181','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 03:20:52.418095'
'196','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 03:41:04.151307'
'211','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 04:02:19.706424'
'226','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 04:24:05.457493'
'241','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 04:47:18.241236'
'256','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 05:07:28.086170'
'271','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 05:28:53.379971'
'286','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 05:49:02.681319'
'301','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 06:10:34.464803'
'316','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 06:30:45.875855'
'331','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 06:50:57.827375'
'346','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 07:11:18.036871'
'361','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 07:31:29.696633'
'376','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 07:51:41.698183'
'391','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 08:11:53.289747'
'406','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 08:32:05.493496'
'421','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 08:52:17.153003'
'436','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 09:12:28.904019'
'451','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 09:32:40.596909'
'466','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 09:52:52.765362'
'481','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 10:13:04.349736'
'496','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 10:33:16.326488'
'511','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 10:53:27.888120'
'526','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 11:13:39.478855'
'541','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 11:33:50.970959'
'556','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 11:54:02.621626'
'571','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 12:14:14.400801'
'586','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 12:34:26.263888'
'601','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 12:54:37.940644'
'616','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 13:14:49.327658'
'631','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 13:35:01.120329'
'646','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 13:55:12.879736'
'661','艾揚格 壁繩' by 'Yvette',FULL,'2021-11-26 14:15:24.496347'
